267,151,26.7,15.1
269,149,26.9,14.9
271,149,27.1,14.9
272,148,27.2,14.8
274,148,27.4,14.8
276,147,27.6,14.7
276,147,27.6,14.7
277,147,27.7,14.7
278,147,27.8,14.7
278,147,27.8,14.7
279,147,27.9,14.7
279,147,27.9,14.7
280,147,28.0,14.7
281,147,28.1,14.7
281,147,28.1,14.7
281,147,28.1,14.7
281,147,28.1,14.7
281,147,28.1,14.7
282,147,28.2,14.7
282,147,28.2,14.7
282,147,28.2,14.7
282,147,28.2,14.7
282,147,28.2,14.7
282,147,28.2,14.7
283,147,28.3,14.7
283,147,28.3,14.7
283,147,28.3,14.7
283,147,28.3,14.7
283,148,28.3,14.8
283,147,28.3,14.7
283,147,28.3,14.7
284,147,28.4,14.7
284,147,28.4,14.7
284,148,28.4,14.8
284,148,28.4,14.8
284,148,28.4,14.8
284,148,28.4,14.8
284,147,28.4,14.7
284,149,28.4,14.9
284,149,28.4,14.9
284,149,28.4,14.9
285,149,28.5,14.9
284,149,28.4,14.9
285,149,28.5,14.9
285,149,28.5,14.9
285,149,28.5,14.9
285,149,28.5,14.9
285,150,28.5,15.0
285,175,28.5,17.5
286,155,28.6,15.5
287,185,28.7,18.5
287,186,28.7,18.6
289,193,28.9,19.3
289,192,28.9,19.2
290,193,29.0,19.3
290,193,29.0,19.3
291,192,29.1,19.2
292,191,29.2,19.1
292,193,29.2,19.3
292,193,29.2,19.3
293,192,29.3,19.2
293,190,29.3,19.0
293,193,29.3,19.3
293,192,29.3,19.2
293,193,29.3,19.3
294,192,29.4,19.2
294,194,29.4,19.4
294,193,29.4,19.3
294,194,29.4,19.4
294,194,29.4,19.4
294,193,29.4,19.3
294,196,29.4,19.6
294,194,29.4,19.4
294,194,29.4,19.4
294,194,29.4,19.4
294,195,29.4,19.5
278,169,27.8,16.9
223,120,22.3,12.0
185,123,18.5,12.3
138,120,13.8,12.0
70,148,7.0,14.8
47,69,4.7,6.9
52,110,5.2,11.0
49,161,4.9,16.1
64,169,6.4,16.9
75,152,7.5,15.2
88,151,8.8,15.1
124,141,12.4,14.1
211,132,21.1,13.2
228,142,22.8,14.2
